ReportID,CandidateID,GroupID,Report Name,Election Cycle,Filing Due Date,Filed Date,Amended,Superseded
82264,3684,,"CE Report 3","2018",10/16/2018,"10/16/2018",F,F
82265,10903,,"CE Report 3","2018",10/16/2018,"10/13/2018",F,F
82267,21689,,"CE Report 3","2018",10/16/2018,"10/13/2018",F,F
82268,210,,"CE Report 3","2018",10/16/2018,"10/13/2018",F,F
82269,210,,"CE Report 4","2018",11/2/2018,"10/13/2018",F,F
82270,3419,,"CE Report 3","2018",10/16/2018,"10/13/2018",F,T
82271,6112,,"CE Report 3","2018",10/16/2018,"10/15/2018",F,F
82272,,632,"CE Report 3","2018",10/16/2018,"10/16/2018",F,T
82273,11086,,"CE Report 3","2018",10/16/2018,"10/16/2018",F,F
82274,10865,,"CE Report 3","2018",10/16/2018,"10/13/2018",F,F
82275,10856,,"CE Report 3","2018",10/16/2018,"10/13/2018",F,F
82276,4206,,"CE Report 3","2018",10/16/2018,"10/13/2018",F,F
82277,10834,,"CE Report 3","2018",10/16/2018,"10/13/2018",F,F
82278,4154,,"CE Report 3","2018",10/16/2018,"10/13/2018",F,F
82280,8067,,"CE Report 3","2018",10/16/2018,"10/13/2018",F,F
82281,,2159,"CE Report 3","2018",10/16/2018,"10/16/2018",F,F
82282,3410,,"CE Report 3","2018",10/16/2018,"10/16/2018",F,F
82283,6007,,"CE Report 3","2018",10/16/2018,"10/16/2018",F,F
82284,4401,,"CE Report 3","2018",10/16/2018,"10/14/2018",F,F
82285,9767,,"CE Report 4","2018",11/2/2018,"10/14/2018",F,F
82286,,3597,"CE Report 3","2018",10/16/2018,"10/14/2018",F,F
82287,9809,,"CE Report 3","2018",10/16/2018,"10/14/2018",F,F
82288,9809,,"CE Report 4","2018",11/2/2018,"10/14/2018",F,F
82289,9809,,"CE Report 5","2018",1/15/2019,"10/14/2018",F,F
82290,9809,,"2019 Annual CE Filing","2018",1/15/2019,"10/14/2018",F,F
82293,1737,,"CE Report 3","2018",10/16/2018,"10/15/2018",F,F
82294,6312,,"CE Report 3","2018",10/16/2018,"10/14/2018",F,F
82295,10905,,"CE Report 3","2018",10/16/2018,"10/14/2018",F,F
82296,6849,,"CE Report 3","2018",10/16/2018,"10/16/2018",F,F
82297,2034,,"CE Report 3","2018",10/16/2018,"10/16/2018",F,F
82298,,1748,"CE Report 3","2018",10/16/2018,"10/16/2018",F,F
82299,10877,,"CE Report 3","2018",10/16/2018,"10/14/2018",F,F
82300,9755,,"CE Report 4","2018",11/2/2018,"11/02/2018",F,F
82301,2059,,"CE Report 3","2018",10/16/2018,"10/15/2018",F,F
82302,6631,,"CE Report 3","2018",10/16/2018,"10/16/2018",F,T
82303,1209,,"CE Report 3","2018",10/16/2018,"10/14/2018",F,F
82304,1210,,"CE Report 3","2018",10/16/2018,"10/14/2018",F,F
82305,10835,,"CE Report 3 (Amended)","2018",10/16/2018,"10/14/2018",T,F
82306,134,,"CE Report 3","2018",10/16/2018,"10/14/2018",F,F
82308,,1330,"CE Report 3","2018",10/16/2018,"10/16/2018",F,F
82309,10872,,"CE Report 3","2018",10/16/2018,"10/14/2018",F,F
82310,778,,"CE Report 3","2018",10/16/2018,"10/14/2018",F,F
82311,,4768,"CE Report 3","2018",10/16/2018,"10/14/2018",F,F
82312,,697,"CE Report 3","2018",10/16/2018,"10/15/2018",F,F
82313,9615,,"CE Report 3","2018",10/16/2018,"10/16/2018",F,T
82314,,3707,"CE Report 3","2018",10/16/2018,"10/15/2018",F,F
82315,9805,,"CE Report 3","2018",10/16/2018,"10/14/2018",F,T
82316,9663,,"CE Report 3","2018",10/16/2018,"10/14/2018",F,F
82317,,1931,"CE Report 1 (Amended)","2018",5/22/2018,"10/23/2018",T,F
82318,,1931,"CE Report 3","2018",10/16/2018,"10/23/2018",F,F
82319,11092,,"CE Report 3","2018",10/16/2018,"10/15/2018",F,F
82320,11109,,"CE Report 3","2018",10/16/2018,"10/14/2018",F,F
82321,4610,,"CE Report 3","2018",10/16/2018,"10/14/2018",F,F
82322,10832,,"CE Report 3","2018",10/16/2018,"10/16/2018",F,F
82323,,2487,"CE Report 3","2018",10/16/2018,"10/16/2018",F,F
82324,9818,,"CE Report 3","2018",10/16/2018,"10/16/2018",F,F
82325,9805,,"CE Report 3 (Amended)","2018",10/16/2018,"10/14/2018",T,T
82326,6188,,"CE Report 3","2018",10/16/2018,"10/16/2018",F,F
82327,9805,,"CE Report 3 (Amended)","2018",10/16/2018,"10/14/2018",T,F
82328,,3753,"CE Report 3","2018",10/16/2018,"10/16/2018",F,F
82329,,2267,"CE Report 3","2018",10/16/2018,"10/14/2018",F,F
82330,11080,,"CE Report 3","2018",10/16/2018,"10/14/2018",F,F
82331,10993,,"CE Report 3","2018",10/16/2018,"10/14/2018",F,F
82332,5883,,"CE Report 3","2018",10/16/2018,"10/16/2018",F,F
82333,6370,,"CE Report 3","2018",10/16/2018,"10/14/2018",F,F
82334,1699,,"CE Report 3","2018",10/16/2018,"10/14/2018",F,F
82335,9576,,"CE Report 3","2018",10/16/2018,"10/14/2018",F,F
82336,5375,,"CE Report 3","2018",10/16/2018,"10/14/2018",F,F
82337,5173,,"CE Report 3","2018",10/16/2018,"10/14/2018",F,F
82338,10980,,"CE Report 3","2018",10/16/2018,"10/14/2018",F,F
82339,5375,,"CE Report 4","2018",11/2/2018,"10/14/2018",F,F
82340,5375,,"CE Report 5","2018",1/15/2019,"10/14/2018",F,F
82341,11131,,"CE Report 3","2018",10/16/2018,"10/14/2018",F,T
82342,80,,"CE Report 3","2018",10/16/2018,"10/14/2018",F,F
82343,1202,,"CE Report 3","2018",10/16/2018,"10/16/2018",F,F
82344,4075,,"CE Report 3","2018",10/16/2018,"10/16/2018",F,T
82345,7948,,"CE Report 3","2018",10/16/2018,"10/14/2018",F,F
82346,10870,,"CE Report 3","2018",10/16/2018,"10/16/2018",F,F
82347,8020,,"CE Report 3","2018",10/16/2018,"10/17/2018",F,T
82348,,3703,"CE Report 3","2018",10/16/2018,"10/16/2018",F,F
82349,,1218,"CE Report 3","2018",10/16/2018,"10/16/2018",F,F
82350,10977,,"CE Report 3","2018",10/16/2018,"10/16/2018",F,F
82352,9702,,"CE Report 3","2018",10/16/2018,"10/14/2018",F,F
82353,8254,,"CE Report 3","2018",10/16/2018,"10/14/2018",F,F
82354,8254,,"CE Report 4","2018",11/2/2018,"10/14/2018",F,F
82355,10976,,"CE Report 3","2018",10/16/2018,"10/14/2018",F,F
82356,11110,,"CE Report 3","2018",10/16/2018,"10/14/2018",F,F
82357,4766,,"CE Report 3","2018",10/16/2018,"10/16/2018",F,F
82358,9806,,"CE Report 3","2018",10/16/2018,"10/14/2018",F,F
82359,11111,,"CE Report 3","2018",10/16/2018,"10/14/2018",F,F
82360,3957,,"CE Report 3","2018",10/16/2018,"10/16/2018",F,F
82361,,2520,"CE Report 3","2018",10/16/2018,"10/15/2018",F,F
82362,,2518,"CE Report 3","2018",10/16/2018,"10/15/2018",F,F
82363,,3585,"CE Report 3","2018",10/16/2018,"10/16/2018",F,F
82364,,1802,"CE Report 3","2018",10/16/2018,"10/15/2018",F,T
82365,9783,,"CE Report 3","2018",10/16/2018,"10/15/2018",F,F
82366,,2112,"CE Report 3","2018",10/16/2018,"10/15/2018",F,F
82367,9817,,"CE Report 4","2018",11/2/2018,"10/15/2018",F,T
82368,9817,,"CE Report 3","2018",10/16/2018,"10/15/2018",F,F
82369,4106,,"CE Report 3","2018",10/16/2018,"10/15/2018",F,T
82370,9730,,"CE Report 3","2018",10/16/2018,"10/15/2018",F,T
82371,4106,,"CE Report 4","2018",11/2/2018,"10/31/2018",F,F
82372,6930,,"CE Report 3","2018",10/16/2018,"10/15/2018",F,F
82373,2001,,"CE Report 3","2018",10/16/2018,"10/15/2018",F,F
82374,,2545,"CE Report 3","2018",10/16/2018,"10/15/2018",F,F
82375,,1641,"CE Report 3","2018",10/16/2018,"10/15/2018",F,F
82376,11093,,"CE Report 3","2018",10/16/2018,"10/15/2018",F,F
82377,8364,,"CE Report 3","2018",10/16/2018,"10/15/2018",F,F
82378,,1600,"CE Report 3","2018",10/16/2018,"10/16/2018",F,F
82379,9798,,"CE Report 3","2018",10/16/2018,"10/15/2018",F,F
82380,5339,,"CE Report 3","2018",10/16/2018,"10/15/2018",F,T
82381,,1009,"CE Report 3","2018",10/16/2018,"10/15/2018",F,F
82383,5695,,"CE Report 3","2018",10/16/2018,"10/15/2018",F,F
82384,,1353,"CE Report 3","2018",10/16/2018,"10/15/2018",F,F
82385,4417,,"CE Report 3","2018",10/16/2018,"10/16/2018",F,F
82386,,787,"CE Report 3","2018",10/16/2018,"10/15/2018",F,F
82387,,2178,"CE Report 3","2018",10/16/2018,"10/16/2018",F,F
82388,5339,,"CE Report 2 (Amended)","2018",6/8/2018,"10/15/2018",T,F
82389,5339,,"CE Report 1 (Amended)","2018",5/22/2018,"10/15/2018",T,F
82390,,1666,"CE Report 3","2018",10/16/2018,"10/15/2018",F,T
82391,5878,,"CE Report 3","2018",10/16/2018,"10/15/2018",F,F
82392,,2453,"CE Report 3","2018",10/16/2018,"10/15/2018",F,F
82393,5016,,"CE Report 3","2018",10/16/2018,"10/15/2018",F,T
82394,4276,,"CE Report 3","2018",10/16/2018,"10/15/2018",F,F
82395,6127,,"CE Report 3","2018",10/16/2018,"10/15/2018",F,F
82396,,2400,"CE Report 3","2018",10/16/2018,"10/15/2018",F,F
82397,,1444,"CE Report 3","2018",10/16/2018,"10/16/2018",F,T
82398,5767,,"CE Report 3","2018",10/16/2018,"10/16/2018",F,F
82399,,1680,"CE Report 3","2018",10/16/2018,"10/15/2018",F,T
82400,11046,,"CE Report 3","2018",10/16/2018,"10/15/2018",F,F
82401,,1928,"CE Report 3","2018",10/16/2018,"10/16/2018",F,F
82402,6245,,"CE Report 3","2018",10/16/2018,"10/15/2018",F,F
82403,9812,,"CE Report 3","2018",10/16/2018,"10/15/2018",F,F
82404,,2480,"CE Report 3","2018",10/16/2018,"10/15/2018",F,F
82405,9738,,"CE Report 3","2018",10/16/2018,"10/15/2018",F,F
82406,,1836,"CE Report 3","2018",10/16/2018,"10/15/2018",F,F
82407,5449,,"CE Report 3","2018",10/16/2018,"10/15/2018",F,F
82408,10895,,"CE Report 3","2018",10/16/2018,"10/16/2018",F,T
82409,9749,,"CE Report 3","2018",10/16/2018,"10/15/2018",F,F
82410,,1680,"CE Report 3 (Amended)","2018",10/16/2018,"10/15/2018",T,F
82411,5209,,"CE Report 3","2018",10/16/2018,"10/15/2018",F,F
82412,6900,,"CE Report 3","2018",10/16/2018,"10/16/2018",F,T
82413,,3578,"CE Report 3","2018",10/16/2018,"10/15/2018",F,F
82414,,3617,"CE Report 3","2018",10/16/2018,"10/15/2018",F,F
82415,,911,"CE Report 3","2018",10/16/2018,"10/15/2018",F,F
82416,4182,,"CE Report 4","2018",11/2/2018,"10/15/2018",F,F
82417,3452,,"CE Report 3","2018",10/16/2018,"10/15/2018",F,F
82418,,3600,"CE Report 3","2018",10/16/2018,"10/15/2018",F,F
82419,,3699,"CE Report 3","2018",10/16/2018,"10/15/2018",F,F
82420,,698,"CE Report 3","2018",10/16/2018,"10/16/2018",F,F
82421,,4784,"CE Report 3","2018",10/16/2018,"10/16/2018",F,F
82422,77,,"CE Report 3","2018",10/16/2018,"10/15/2018",F,F
82423,4182,,"CE Report 5","2018",1/15/2019,"10/15/2018",F,F
82424,10922,,"CE Report 3","2018",10/16/2018,"10/15/2018",F,F
82425,11079,,"CE Report 3","2018",10/16/2018,"10/15/2018",F,F
82426,4034,,"CE Report 3","2018",10/16/2018,"10/15/2018",F,F
82427,4038,,"CE Report 3","2018",10/16/2018,"10/15/2018",F,F
82428,4038,,"CE Report 4","2018",11/2/2018,"10/15/2018",F,F
82429,5098,,"CE Report 3","2018",10/16/2018,"10/15/2018",F,F
82430,,3748,"CE Report 3","2018",10/16/2018,"10/15/2018",F,F
82431,9671,,"CE Report 3","2018",10/16/2018,"10/15/2018",F,F
82432,11064,,"CE Report 3","2018",10/16/2018,"10/15/2018",F,F
82433,6393,,"CE Report 3","2018",10/16/2018,"10/15/2018",F,F
82434,,1798,"CE Report 3","2018",10/16/2018,"10/16/2018",F,F
82435,,2369,"CE Report 3","2018",10/16/2018,"10/15/2018",F,F
82436,,4772,"CE Report 3","2018",10/16/2018,"10/15/2018",F,F
82437,,1267,"CE Report 3","2018",10/16/2018,"10/15/2018",F,F
82438,,1215,"CE Report 3","2018",10/16/2018,"10/15/2018",F,F
82439,10930,,"CE Report 3","2018",10/16/2018,"10/16/2018",F,F
82440,9633,,"CE Report 3","2018",10/16/2018,"10/16/2018",F,T
82441,,1210,"CE Report 3","2018",10/16/2018,"10/15/2018",F,F
82442,,2256,"CE Report 3","2018",10/16/2018,"10/15/2018",F,F
82443,,2513,"CE Report 3","2018",10/16/2018,"10/15/2018",F,F
82444,5251,,"CE Report 3","2018",10/16/2018,"10/15/2018",F,F
82445,6134,,"CE Report 3","2018",10/16/2018,"10/15/2018",F,F
82446,6186,,"CE Report 3","2018",10/16/2018,"10/15/2018",F,F
82447,,4782,"CE Report 3","2018",10/16/2018,"10/15/2018",F,F
82448,,1317,"CE Report 3","2018",10/16/2018,"10/15/2018",F,F
82449,,1226,"CE Report 3","2018",10/16/2018,"10/15/2018",F,F
82450,3925,,"CE Report 3","2018",10/16/2018,"10/16/2018",F,F
82451,,3764,"CE Report 3","2018",10/16/2018,"10/16/2018",F,F
82452,,1182,"CE Report 3","2018",10/16/2018,"10/15/2018",F,F
82453,10855,,"CE Report 3","2018",10/16/2018,"10/15/2018",F,F
82454,,3609,"CE Report 3","2018",10/16/2018,"10/16/2018",F,T
82455,6347,,"CE Report 3","2018",10/16/2018,"10/15/2018",F,F
82456,4816,,"CE Report 3","2018",10/16/2018,"10/15/2018",F,T
82457,6492,,"CE Report 3","2018",10/16/2018,"10/16/2018",F,T
82458,4536,,"CE Report 3","2018",10/16/2018,"10/15/2018",F,F
82459,,2516,"CE Report 3","2018",10/16/2018,"10/16/2018",F,F
82460,10871,,"CE Report 4","2018",11/2/2018,"11/02/2018",F,F
82461,9620,,"CE Report 3","2018",10/16/2018,"10/15/2018",F,F
82462,,3756,"CE Report 3","2018",10/16/2018,"10/16/2018",F,F
82463,1137,,"CE Report 3","2018",10/16/2018,"10/17/2018",F,T
82464,5457,,"CE Report 3","2018",10/16/2018,"10/15/2018",F,F
82465,,1384,"CE Report 3","2018",10/16/2018,"10/15/2018",F,T
82466,10886,,"CE Report 3","2018",10/16/2018,"10/16/2018",F,F
82467,,3692,"CE Report 3","2018",10/16/2018,"10/16/2018",F,F
82468,,4801,"CE Report 3","2018",10/16/2018,"10/16/2018",F,F
82469,,1683,"CE Report 3","2018",10/16/2018,"10/16/2018",F,F
82470,,4773,"CE Report 3 (Amended)","2018",10/16/2018,"10/15/2018",T,F
82471,6002,,"CE Report 3","2018",10/16/2018,"10/15/2018",F,F
82472,,3754,"CE Report 3","2018",10/16/2018,"10/16/2018",F,T
82473,,956,"CE Report 3","2018",10/16/2018,"10/16/2018",F,F
82474,,3674,"CE Report 3","2018",10/16/2018,"10/15/2018",F,F
82475,,1682,"CE Report 3","2018",10/16/2018,"10/16/2018",F,F
82476,6673,,"CE Report 3","2018",10/16/2018,"10/16/2018",F,F
82477,,2517,"CE Report 3","2018",10/16/2018,"10/16/2018",F,F
82478,,2272,"CE Report 3","2018",10/16/2018,"10/16/2018",F,F
82479,,1572,"CE Report 3","2018",10/16/2018,"10/15/2018",F,F
82480,9604,,"CE Report 3","2018",10/16/2018,"10/15/2018",F,F
82481,3927,,"CE Report 3","2018",10/16/2018,"10/16/2018",F,F
82482,,1340,"CE Report 3","2018",10/16/2018,"10/15/2018",F,F
82483,4995,,"CE Report 3","2018",10/16/2018,"10/16/2018",F,F
82484,5016,,"CE Report 3 (Amended)","2018",10/16/2018,"10/15/2018",T,F
82485,,2355,"CE Report 3","2018",10/16/2018,"10/16/2018",F,F
82486,6512,,"CE Report 3","2018",10/16/2018,"10/15/2018",F,F
82487,6512,,"CE Report 4","2018",11/2/2018,"10/15/2018",F,F
82488,,1934,"CE Report 3","2018",10/16/2018,"10/16/2018",F,F
82489,9744,,"CE Report 3","2018",10/16/2018,"10/16/2018",F,F
82490,445,,"CE Report 3","2018",10/16/2018,"10/15/2018",F,T
82491,,1670,"CE Report 3 (Amended)","2018",10/16/2018,"10/15/2018",T,F
82492,,1335,"CE Report 3","2018",10/16/2018,"10/15/2018",F,F
82493,9764,,"CE Report 3","2018",10/16/2018,"10/15/2018",F,F
82494,9811,,"CE Report 3","2018",10/16/2018,"10/15/2018",F,F
82495,,3757,"CE Report 3","2018",10/16/2018,"10/16/2018",F,F
82496,,3651,"CE Report 3","2018",10/16/2018,"10/16/2018",F,T
82497,10901,,"CE Report 3","2018",10/16/2018,"10/16/2018",F,F
82498,,821,"CE Report 3","2018",10/16/2018,"10/15/2018",F,F
82499,8170,,"CE Report 3","2018",10/16/2018,"10/15/2018",F,F
82500,11084,,"CE Report 3","2018",10/16/2018,"10/15/2018",F,F
82501,,773,"CE Report 3","2018",10/16/2018,"10/15/2018",F,F
82502,9788,,"CE Report 4","2018",11/2/2018,"11/01/2018",F,F
82503,9625,,"CE Report 3","2018",10/16/2018,"10/16/2018",F,F
82504,5149,,"CE Report 3","2018",10/16/2018,"10/16/2018",F,F
82505,,3553,"CE Report 3","2018",10/16/2018,"10/15/2018",F,F
82506,,1884,"CE Report 3","2018",10/16/2018,"10/15/2018",F,F
82507,6010,,"CE Report 3","2018",10/16/2018,"10/16/2018",F,F
82508,,738,"CE Report 3","2018",10/16/2018,"10/16/2018",F,F
82509,,3730,"CE Report 3","2018",10/16/2018,"10/15/2018",F,F
82510,6280,,"CE Report 3","2018",10/16/2018,"10/15/2018",F,F
82511,,2488,"CE Report 3","2018",10/16/2018,"10/16/2018",F,F
82512,11088,,"CE Report 3","2018",10/16/2018,"10/15/2018",F,F
82513,6105,,"CE Report 3","2018",10/16/2018,"10/15/2018",F,F
82514,10966,,"CE Report 3","2018",10/16/2018,"10/15/2018",F,F
82515,9645,,"CE Report 3","2018",10/16/2018,"10/16/2018",F,F
82516,,3615,"CE Report 3","2018",10/16/2018,"10/16/2018",F,T
82517,2042,,"CE Report 3","2018",10/16/2018,"10/15/2018",F,F
82518,6706,,"CE Report 3","2018",10/16/2018,"10/15/2018",F,F
82519,,2504,"CE Report 3","2018",10/16/2018,"10/16/2018",F,F
82520,4574,,"CE Report 3","2018",10/16/2018,"10/15/2018",F,F
82521,9677,,"CE Report 3","2018",10/16/2018,"10/15/2018",F,T
82522,10990,,"CE Report 3","2018",10/16/2018,"10/15/2018",F,F
82524,9730,,"CE Report 1 (Amended)","2018",5/22/2018,"10/15/2018",T,T
82525,10990,,"CE Report 4","2018",11/2/2018,"10/15/2018",F,F
82526,,3758,"CE Report 3","2018",10/16/2018,"10/16/2018",F,F
82527,6596,,"CE Report 3","2018",10/16/2018,"10/15/2018",F,F
82528,10874,,"CE Report 3","2018",10/16/2018,"10/15/2018",F,F
82529,9658,,"CE Report 3","2018",10/16/2018,"10/15/2018",F,F
82530,9583,,"CE Report 3","2018",10/16/2018,"10/16/2018",F,T
82531,10935,,"CE Report 3","2018",10/16/2018,"10/16/2018",F,T
82532,9653,,"CE Report 3","2018",10/16/2018,"10/16/2018",F,F
82533,9816,,"CE Report 3 (Amended)","2018",10/16/2018,"10/16/2018",T,T
82534,,3750,"CE Report 3","2018",10/16/2018,"10/16/2018",F,F
82535,10863,,"CE Report 3","2018",10/16/2018,"10/15/2018",F,F
82536,,3616,"CE Report 3","2018",10/16/2018,"10/16/2018",F,F
82537,1206,,"CE Report 3","2018",10/16/2018,"10/16/2018",F,F
82538,8214,,"CE Report 3","2018",10/16/2018,"10/16/2018",F,F
82539,9724,,"CE Report 3","2018",10/16/2018,"10/15/2018",F,F
82540,1537,,"CE Report 3","2018",10/16/2018,"10/15/2018",F,F
82541,4553,,"CE Report 3","2018",10/16/2018,"10/15/2018",F,F
82542,6239,,"CE Report 4","2018",11/2/2018,"10/15/2018",F,F
82543,5533,,"CE Report 3","2018",10/16/2018,"10/15/2018",F,F
82544,5533,,"CE Report 4","2018",11/2/2018,"10/15/2018",F,F
82545,5533,,"CE Report 5","2018",1/15/2019,"10/15/2018",F,F
82546,10893,,"CE Report 3","2018",10/16/2018,"10/15/2018",F,F
82548,,1181,"CE Report 3","2018",10/16/2018,"10/15/2018",F,F
82549,9821,,"CE Report 3","2018",10/16/2018,"10/15/2018",F,F
82550,5859,,"CE Report 3","2018",10/16/2018,"10/16/2018",F,F
82551,9724,,"CE Report 4","2018",11/2/2018,"11/01/2018",F,F
82552,10951,,"CE Report 3","2018",10/16/2018,"10/15/2018",F,F
82553,8261,,"CE Report 3","2018",10/16/2018,"10/16/2018",F,F
82554,11131,,"CE Report 3 (Amended)","2018",10/16/2018,"10/15/2018",T,F
82555,11071,,"CE Report 3","2018",10/16/2018,"10/15/2018",F,F
82556,9648,,"CE Report 3","2018",10/16/2018,"10/15/2018",F,F
82557,10833,,"CE Report 3","2018",10/16/2018,"10/16/2018",F,F
82558,,2519,"CE Report 3","2018",10/16/2018,"10/16/2018",F,F
82559,241,,"CE Report 3","2018",10/16/2018,"10/16/2018",F,F
82560,10932,,"CE Report 3","2018",10/16/2018,"10/15/2018",F,F
82562,6354,,"CE Report 3","2018",10/16/2018,"10/16/2018",F,F
82563,9661,,"CE Report 3","2018",10/16/2018,"10/16/2018",F,F
82564,445,,"CE Report 3 (Amended)","2018",10/16/2018,"10/15/2018",T,F
82565,10869,,"CE Report 3","2018",10/16/2018,"10/15/2018",F,T
82566,3956,,"CE Report 3","2018",10/16/2018,"10/15/2018",F,F
82567,,641,"CE Report 3","2018",10/16/2018,"10/15/2018",F,T
82568,1720,,"CE Report 3","2018",10/16/2018,"10/15/2018",F,F
82569,1640,,"CE Report 4","2018",11/2/2018,"11/02/2018",F,F
82570,10991,,"CE Report 3","2018",10/16/2018,"10/15/2018",F,F
82571,9718,,"CE Report 3","2018",10/16/2018,"10/15/2018",F,F
82572,967,,"CE Report 3","2018",10/16/2018,"10/16/2018",F,F
82573,3936,,"CE Report 3","2018",10/16/2018,"10/16/2018",F,T
82574,6897,,"CE Report 3","2018",10/16/2018,"10/16/2018",F,F
82575,9664,,"CE Report 3","2018",10/16/2018,"10/16/2018",F,F
82576,11003,,"CE Report 3","2018",10/16/2018,"10/17/2018",F,F
82577,10920,,"CE Report 3","2018",10/16/2018,"10/15/2018",F,F
82579,10970,,"CE Report 3","2018",10/16/2018,"10/15/2018",F,F
82580,,1352,"CE Report 3","2018",10/16/2018,"10/16/2018",F,F
82581,10825,,"CE Report 3","2018",10/16/2018,"10/15/2018",F,F
82582,,3733,"CE Report 3","2018",10/16/2018,"10/16/2018",F,F
82583,10970,,"CE Report 4","2018",11/2/2018,"10/15/2018",F,F
82584,11057,,"CE Report 3","2018",10/16/2018,"10/15/2018",F,F
82585,,3762,"CE Report 3","2018",10/16/2018,"10/16/2018",F,F
82586,4020,,"CE Report 3","2018",10/16/2018,"10/16/2018",F,F
82587,11092,,"CE Report 4","2018",11/2/2018,"11/02/2018",F,F
82588,9732,,"CE Report 3","2018",10/16/2018,"10/16/2018",F,F
82589,6423,,"CE Report 3","2018",10/16/2018,"10/16/2018",F,F
82590,,2168,"CE Report 3","2018",10/16/2018,"10/16/2018",F,F
82591,419,,"CE Report 3","2018",10/16/2018,"10/16/2018",F,F
82592,,2167,"CE Report 3","2018",10/16/2018,"10/16/2018",F,F
82593,,3691,"CE Report 3","2018",10/16/2018,"10/16/2018",F,F
82594,1823,,"CE Report 3","2018",10/16/2018,"10/16/2018",F,F
82595,,3686,"CE Report 3","2018",10/16/2018,"10/16/2018",F,F
82596,10994,,"CE Report 3","2018",10/16/2018,"10/16/2018",F,F
82597,6109,,"CE Report 3","2018",10/16/2018,"10/16/2018",F,F
82598,,1946,"CE Report 3","2018",10/16/2018,"10/16/2018",F,F
82599,,2115,"CE Report 3","2018",10/16/2018,"10/16/2018",F,F
82600,6594,,"CE Report 3","2018",10/16/2018,"10/16/2018",F,F
82601,9533,,"CE Report 3","2018",10/16/2018,"10/16/2018",F,T
82602,10882,,"CE Report 3","2018",10/16/2018,"10/16/2018",F,F
82603,,621,"CE Report 3","2018",10/16/2018,"10/16/2018",F,F
82604,9557,,"CE Report 4","2018",11/2/2018,"10/20/2018",F,F
82605,,2352,"CE Report 3","2018",10/16/2018,"10/16/2018",F,F
82606,6101,,"CE Report 3","2018",10/16/2018,"10/16/2018",F,F
82607,11032,,"CE Report 3","2018",10/16/2018,"10/16/2018",F,F
82608,5110,,"CE Report 3","2018",10/16/2018,"10/16/2018",F,F
82609,,3645,"CE Report 3","2018",10/16/2018,"10/16/2018",F,F
82610,8490,,"CE Report 3","2018",10/16/2018,"10/16/2018",F,F
82611,6536,,"CE Report 3","2018",10/16/2018,"10/16/2018",F,F
82612,,746,"CE Report 3","2018",10/16/2018,"10/16/2018",F,F
82613,,728,"CE Report 3","2018",10/16/2018,"10/16/2018",F,F
82614,,3715,"CE Report 3","2018",10/16/2018,"10/16/2018",F,F
82615,6700,,"CE Report 4","2018",11/2/2018,"10/16/2018",F,F
82616,6700,,"CE Report 5","2018",1/15/2019,"10/16/2018",F,F
82617,,2035,"CE Report 3","2018",10/16/2018,"10/16/2018",F,F
82618,11005,,"CE Report 3","2018",10/16/2018,"10/16/2018",F,F
82620,10950,,"CE Report 3","2018",10/16/2018,"10/16/2018",F,F
82621,,3702,"CE Report 2 (Amended)","2018",6/8/2018,"10/16/2018",T,F
82622,6217,,"CE Report 3","2018",10/16/2018,"10/16/2018",F,F
82623,,3702,"CE Report 3","2018",10/16/2018,"10/16/2018",F,F
82624,,601,"CE Report 3","2018",10/16/2018,"10/16/2018",F,F
82625,,3700,"CE Report 3","2018",10/16/2018,"10/16/2018",F,F
82626,4897,,"CE Report 3","2018",10/16/2018,"10/16/2018",F,F
82627,,2420,"CE Report 3","2018",10/16/2018,"10/16/2018",F,F
82628,9710,,"CE Report 3","2018",10/16/2018,"10/16/2018",F,F
82629,5095,,"CE Report 3 (Amended)","2018",10/16/2018,"10/16/2018",T,F
82630,10916,,"CE Report 3","2018",10/16/2018,"10/16/2018",F,F
82631,,1694,"CE Report 3","2018",10/16/2018,"10/16/2018",F,F
82632,10888,,"CE Report 3","2018",10/16/2018,"10/16/2018",F,F
82633,10916,,"CE Report 4","2018",11/2/2018,"10/16/2018",F,F
82634,,1384,"CE Report 3 (Amended)","2018",10/16/2018,"10/16/2018",T,F
82635,4516,,"CE Report 3","2018",10/16/2018,"10/16/2018",F,F
82636,11002,,"CE Report 3","2018",10/16/2018,"10/16/2018",F,F
82637,4816,,"CE Report 3 (Amended)","2018",10/16/2018,"10/16/2018",T,F
82638,1128,,"CE Report 3","2018",10/16/2018,"10/16/2018",F,F
82639,8009,,"CE Report 3","2018",10/16/2018,"10/16/2018",F,F
82640,,1676,"CE Report 3","2018",10/16/2018,"10/16/2018",F,F
82641,,793,"CE Report 3","2018",10/16/2018,"10/16/2018",F,F
82642,,3549,"CE Report 3","2018",10/16/2018,"10/16/2018",F,F
82643,13673,,"CE Report 3","2018",10/16/2018,"10/16/2018",F,F
82644,,2207,"CE Report 3","2018",10/16/2018,"10/16/2018",F,F
82645,10853,,"CE Report 1 (Amended)","2018",5/22/2018,"10/16/2018",T,F
82646,10859,,"CE Report 3","2018",10/16/2018,"10/16/2018",F,F
82647,,908,"CE Report 3","2018",10/16/2018,"10/16/2018",F,F
82648,,690,"CE Report 3","2018",10/16/2018,"10/16/2018",F,F
82649,,1607,"CE Report 3","2018",10/16/2018,"10/16/2018",F,F
